@relation 'textdump.arff-weka.filters.unsupervised.attribute.Remove-R2-3,11-12,25-34'

@attribute ticks numeric
@attribute pacman_pos_x numeric
@attribute pacman_pos_y numeric
@attribute legal_North {False,True}
@attribute legal_South {False,True}
@attribute legal_East {False,True}
@attribute legal_West {False,True}
@attribute legal_Stop {False,True}
@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute ghost1_x numeric
@attribute ghost1_y numeric
@attribute ghost2_x numeric
@attribute ghost2_y numeric
@attribute ghost3_x numeric
@attribute ghost3_y numeric
@attribute ghost4_x numeric
@attribute ghost4_y numeric
@attribute score numeric
@attribute pacman_action {East,North,South,Stop,West,None}

@data
13,4,11,False,False,True,True,True,True,True,False,True,6,5,6,8,5,1,14,7,188,East
14,5,11,False,True,True,True,True,True,True,False,True,5,5,5,8,5,1,14,7,187,South
15,5,10,True,True,True,False,True,True,True,False,True,6,5,5,8,5,1,15,7,186,South
16,5,9,True,True,True,True,True,True,True,False,True,6,5,4,8,5,1,16,7,185,South
17,5,8,True,True,True,True,True,True,True,False,True,7,5,4,8,5,1,16,8,184,East
18,6,8,True,True,True,True,True,True,True,False,True,7,5,3,8,5,1,16,8,183,East
19,7,8,True,True,True,True,True,True,True,False,True,7,5,3,7,5,1,15,8,182,West
20,6,8,True,True,True,True,True,True,True,False,True,7,4,4,7,5,1,15,8,181,West
21,5,8,True,True,True,True,True,True,True,False,True,7,4,4,7,5,1,15,8,180,South
22,5,7,True,False,True,True,True,True,True,False,True,8,4,4,7,5,1,15,8,179,Stop
23,5,7,True,False,True,True,True,True,True,False,True,8,4,3,7,5,1,15,8,178,West
24,4,7,True,False,True,True,True,True,True,False,True,8,4,3,7,5,1,15,7,177,West
25,3,7,True,False,True,True,True,True,False,False,True,8,4,3,1,5,1,14,7,376,West
26,2,7,True,False,True,True,True,True,False,False,True,7,4,3,1,5,1,14,8,375,West
27,1,7,True,True,True,False,True,True,False,False,True,7,3,3,1,5,1,15,8,374,Stop
28,1,7,True,True,True,False,True,True,False,False,True,6,3,3,1,5,1,15,8,373,South
29,1,6,True,True,False,False,True,True,False,False,True,5,3,3,1,5,1,14,8,372,South
30,1,5,True,True,True,False,True,True,False,False,True,4,3,3,1,5,1,13,8,371,South
31,1,4,True,True,True,False,True,True,False,False,True,3,3,3,1,5,1,13,7,370,East
32,2,4,True,True,True,True,True,True,False,False,True,3,3,3,1,5,1,13,7,369,East
33,3,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,14,7,568,East
34,4,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,14,6,567,East
35,5,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,14,7,566,East
36,6,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,14,8,565,East
37,7,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,8,564,East
38,8,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,14,8,563,East
39,9,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,8,562,East
40,10,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,8,561,East
41,11,4,True,True,False,True,True,False,False,False,True,1,1,3,1,5,1,16,9,560,North
42,11,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,9,559,East
43,12,5,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,16,8,558,East
44,13,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,8,557,East
45,14,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,8,556,North
46,14,6,True,True,False,False,True,False,False,False,True,1,1,3,1,5,1,16,8,555,North
47,14,7,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,8,554,North
48,14,8,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,8,553,East
49,15,8,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,8,552,East
50,16,8,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,8,551,East
51,17,8,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,9,550,East
52,18,8,True,True,False,True,True,False,False,False,True,1,1,3,1,5,1,17,9,549,Stop
53,18,8,True,True,False,True,True,False,False,False,True,1,1,3,1,5,1,16,9,548,North
54,18,9,True,True,False,True,True,False,False,False,True,1,1,3,1,5,1,15,9,547,North
55,18,10,True,True,False,False,True,False,False,False,True,1,1,3,1,5,1,16,9,546,North
56,18,11,False,True,False,True,True,False,False,False,True,1,1,3,1,5,1,15,9,545,West
57,17,11,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,15,8,544,West
58,16,11,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,14,8,543,West
59,15,11,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,14,9,542,West
60,14,11,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,14,9,541,South
61,14,10,True,True,False,False,True,False,False,False,True,1,1,3,1,5,1,14,9,640,South
1,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,8,11,14,6,0,Stop
2,1,11,False,True,True,False,True,True,True,True,True,7,5,5,9,7,11,14,6,-1,East
3,2,11,False,False,True,True,True,True,True,True,True,6,5,5,8,8,11,14,7,-2,East
4,3,11,False,False,True,True,True,True,True,True,True,5,5,6,8,7,11,14,8,-3,East
5,4,11,False,False,True,True,True,True,True,True,True,4,5,6,9,8,11,14,9,-4,East
6,5,11,False,True,True,True,True,True,True,True,True,4,4,5,9,7,11,14,9,-5,East
7,6,11,False,True,True,True,True,True,True,False,True,3,4,5,9,5,1,14,10,194,East
8,7,11,False,False,True,True,True,True,True,False,True,3,4,6,9,5,1,14,10,193,East
9,8,11,False,False,True,True,True,True,True,False,True,3,4,6,9,5,1,14,10,192,West
10,7,11,False,False,True,True,True,True,True,False,True,3,4,6,8,5,1,14,10,191,West
11,6,11,False,True,True,True,True,True,True,False,True,3,5,5,8,5,1,14,10,190,South
12,6,10,True,True,False,True,True,True,True,False,True,4,5,6,8,5,1,14,11,189,South
13,6,9,True,True,True,True,True,True,True,False,True,5,5,5,8,5,1,14,10,188,West
14,5,9,True,True,True,True,True,True,True,False,True,5,4,5,8,5,1,14,9,187,South
15,5,8,True,True,True,True,True,True,False,False,True,5,5,3,1,5,1,13,9,386,South
16,5,7,True,False,True,True,True,True,False,False,True,5,5,3,1,5,1,12,9,385,Stop
17,5,7,True,False,True,True,True,True,False,False,True,6,5,3,1,5,1,11,9,384,West
18,4,7,True,False,True,True,True,True,False,False,True,6,5,3,1,5,1,10,9,383,West
19,3,7,True,False,True,True,True,True,False,False,True,5,5,3,1,5,1,10,8,382,West
20,2,7,True,False,True,True,True,True,False,False,True,5,5,3,1,5,1,9,8,381,West
21,1,7,True,True,True,False,True,True,False,False,True,6,5,3,1,5,1,9,8,380,South
22,1,6,True,True,False,False,True,True,False,False,True,6,4,3,1,5,1,10,8,379,South
23,1,5,True,True,True,False,True,True,False,False,True,5,4,3,1,5,1,10,9,378,South
24,1,4,True,True,True,False,True,True,False,False,True,5,3,3,1,5,1,10,10,377,East
25,2,4,True,True,True,True,True,True,False,False,True,5,4,3,1,5,1,10,9,376,East
26,3,4,True,True,True,True,True,True,False,False,True,5,4,3,1,5,1,10,8,375,East
27,4,4,True,True,True,True,True,True,False,False,True,5,4,3,1,5,1,10,8,374,East
28,5,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,10,8,573,East
29,6,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,10,9,572,East
30,7,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,10,10,571,East
31,8,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,10,11,570,North
32,8,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,9,11,569,North
33,8,6,True,True,True,False,True,False,False,False,True,1,1,3,1,5,1,9,11,568,North
34,8,7,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,10,11,567,North
35,8,8,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,9,11,566,North
36,8,9,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,9,11,565,East
37,9,9,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,8,11,564,East
38,10,9,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,9,11,563,North
39,10,10,True,True,True,False,True,False,False,False,True,1,1,3,1,5,1,10,11,562,North
40,10,11,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,11,11,561,Stop
41,10,11,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,11,11,560,East
42,11,11,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,11,10,559,East
43,12,11,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,11,9,558,East
44,13,11,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,11,10,557,West
45,12,11,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,11,11,556,West
1,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,8,11,14,6,0,Stop
2,1,11,False,True,True,False,True,True,True,True,True,5,5,6,9,8,11,14,6,-1,Stop
3,1,11,False,True,True,False,True,True,True,True,True,4,5,6,8,7,11,14,6,-2,East
4,2,11,False,False,True,True,True,True,True,True,True,4,5,6,8,8,11,14,7,-3,East
5,3,11,False,False,True,True,True,True,True,True,True,5,5,5,8,9,11,15,7,-4,East
6,4,11,False,False,True,True,True,True,True,True,True,4,5,4,8,9,11,16,7,-5,East
7,5,11,False,True,True,True,True,True,True,True,True,3,5,3,8,9,11,17,7,-6,South
8,5,10,True,True,True,False,True,True,True,True,True,2,5,3,8,9,11,17,7,-7,South
9,5,9,True,True,True,True,True,True,True,True,True,2,4,3,7,9,11,18,7,-8,South
10,5,8,True,True,True,True,True,True,True,True,True,1,4,4,7,10,11,18,7,-9,South
11,5,7,True,False,True,True,True,True,False,True,True,1,5,3,1,10,10,18,6,190,West
12,4,7,True,False,True,True,True,True,False,True,True,2,5,3,1,10,9,18,6,189,West
13,3,7,True,False,True,True,True,True,False,True,True,2,4,3,1,9,9,18,5,188,West
14,2,7,True,False,True,True,True,True,False,True,True,1,4,3,1,10,9,18,6,187,West
15,1,7,True,True,True,False,True,True,False,True,True,1,5,3,1,11,9,18,6,186,South
16,1,6,True,True,False,False,True,True,False,True,True,1,5,3,1,11,9,18,6,185,South
17,1,5,True,True,True,False,True,False,False,True,True,1,1,3,1,10,9,18,7,384,South
18,1,4,True,True,True,False,True,False,False,True,True,1,1,3,1,10,10,17,7,383,East
19,2,4,True,True,True,True,True,False,False,True,True,1,1,3,1,10,10,17,8,382,East
20,3,4,True,True,True,True,True,False,False,True,True,1,1,3,1,10,11,17,8,381,East
21,4,4,True,True,True,True,True,False,False,True,True,1,1,3,1,10,11,17,9,380,East
22,5,4,True,True,True,True,True,False,False,True,True,1,1,3,1,10,10,16,9,379,East
23,6,4,True,True,True,True,True,False,False,True,True,1,1,3,1,11,10,16,9,378,East
24,7,4,True,True,True,True,True,False,False,True,True,1,1,3,1,10,10,16,8,377,East
25,8,4,True,True,True,True,True,False,False,True,True,1,1,3,1,11,10,16,9,376,East
26,9,4,True,True,True,True,True,False,False,True,True,1,1,3,1,10,10,17,9,375,North
27,9,5,True,True,True,True,True,False,False,True,True,1,1,3,1,10,9,17,9,374,North
28,9,6,True,True,True,True,True,False,False,True,True,1,1,3,1,10,9,16,9,373,North
29,9,7,True,True,True,True,True,False,False,True,True,1,1,3,1,10,10,15,9,372,East
30,10,7,True,True,False,True,True,False,False,True,True,1,1,3,1,11,10,14,9,371,Stop
31,10,7,True,True,False,True,True,False,False,True,True,1,1,3,1,11,10,15,9,370,West
32,9,7,True,True,True,True,True,False,False,True,True,1,1,3,1,10,10,14,9,369,West
33,8,7,True,True,True,True,True,False,False,True,True,1,1,3,1,11,10,15,9,368,South
34,8,6,True,True,True,False,True,False,False,True,True,1,1,3,1,11,10,14,9,367,South
35,8,5,True,True,True,True,True,False,False,True,True,1,1,3,1,11,9,14,8,366,East
36,9,5,True,True,True,True,True,False,False,True,True,1,1,3,1,12,9,14,7,365,East
37,10,5,True,True,True,True,True,False,False,True,True,1,1,3,1,12,9,15,7,364,North
38,10,6,True,True,False,True,True,False,False,True,True,1,1,3,1,13,9,15,7,463,North
39,10,7,True,True,False,True,True,False,False,True,True,1,1,3,1,12,9,15,8,462,North
40,10,8,True,True,False,True,True,False,False,True,True,1,1,3,1,13,9,16,8,461,North
41,10,9,True,True,True,True,True,False,False,True,True,1,1,3,1,12,9,17,8,460,East
42,11,9,True,False,True,True,True,False,False,True,True,1,1,3,1,13,9,17,7,459,East
43,12,9,False,True,True,True,True,False,False,True,True,1,1,3,1,13,9,17,7,458,East
44,13,9,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,8,657,East
45,14,9,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,18,8,656,North
46,14,10,True,True,False,False,True,False,False,False,True,1,1,3,1,5,1,17,8,755,North
47,14,11,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,9,754,Stop
48,14,11,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,18,9,753,East
49,15,11,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,18,9,752,East
50,16,11,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,18,10,751,East
51,17,11,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,18,9,750,East
52,18,11,False,True,False,True,True,False,False,False,True,1,1,3,1,5,1,18,10,749,South
1,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,8,11,14,6,0,Stop
2,1,11,False,True,True,False,True,True,True,True,True,5,5,6,8,8,11,14,6,-1,East
3,2,11,False,False,True,True,True,True,True,True,True,6,5,6,8,8,11,14,7,-2,East
4,3,11,False,False,True,True,True,True,True,True,True,5,5,5,8,7,11,14,6,-3,East
5,4,11,False,False,True,True,True,True,True,True,True,4,5,5,8,8,11,14,7,-4,East
6,5,11,False,True,True,True,True,True,True,True,True,5,5,5,9,9,11,14,7,-5,East
7,6,11,False,True,True,True,True,True,True,True,True,6,5,5,9,10,11,15,7,-6,East
8,7,11,False,False,True,True,True,True,True,True,True,5,5,4,9,10,10,16,7,-7,East
9,8,11,False,False,True,True,True,True,True,True,True,4,5,4,8,10,9,17,7,-8,East
10,9,11,False,False,True,True,True,True,True,True,True,4,4,4,9,11,9,17,7,-9,East
11,10,11,False,True,True,True,True,True,True,True,True,3,4,3,9,11,9,18,7,-10,East
12,11,11,False,True,True,True,True,True,True,True,True,3,3,3,8,12,9,17,7,-11,South
13,11,10,True,True,False,True,True,True,True,True,True,3,4,3,7,13,9,17,8,-12,South
14,11,9,True,False,True,True,True,True,True,True,True,3,3,3,7,13,9,17,8,-13,East
15,12,9,False,True,True,True,True,True,True,True,True,2,3,3,7,13,9,16,8,-14,East
16,13,9,False,True,True,True,True,True,True,False,True,3,3,2,7,5,1,16,7,185,East
17,14,9,True,True,True,True,True,True,True,False,True,2,3,2,8,5,1,15,7,184,East
18,15,9,False,True,True,True,True,True,True,False,True,1,3,1,8,5,1,15,7,183,South
19,15,8,True,True,True,True,True,True,True,False,True,1,4,1,8,5,1,16,7,182,South
20,15,7,True,False,True,True,True,True,True,False,True,1,5,1,8,5,1,16,7,181,East
21,16,7,True,False,True,True,True,True,True,False,True,1,4,1,8,5,1,17,7,180,East
22,17,7,True,False,True,True,True,True,True,False,False,1,5,2,8,5,1,7,1,379,East
23,18,7,True,True,False,True,True,True,True,False,False,2,5,2,9,5,1,7,1,378,North
24,18,8,True,True,False,True,True,True,True,False,False,2,4,1,9,5,1,7,1,377,North
25,18,9,True,True,False,True,True,True,True,False,False,2,4,2,9,5,1,7,1,376,West
26,17,9,False,True,True,True,True,True,True,False,False,2,3,2,9,5,1,7,1,375,West
27,16,9,False,True,True,True,True,True,True,False,False,2,4,2,9,5,1,7,1,374,West
28,15,9,False,True,True,True,True,True,True,False,False,2,3,3,9,5,1,7,1,373,West
29,14,9,True,True,True,True,True,True,True,False,False,1,3,3,9,5,1,7,1,372,West
30,13,9,False,True,True,True,True,True,True,False,False,1,3,4,9,5,1,7,1,371,West
31,12,9,False,True,True,True,True,True,True,False,False,1,4,3,9,5,1,7,1,370,West
32,11,9,True,False,True,True,True,True,True,False,False,2,4,3,8,5,1,7,1,369,West
33,10,9,True,True,True,True,True,True,True,False,False,2,4,4,8,5,1,7,1,368,West
34,9,9,False,True,True,True,True,True,True,False,False,3,4,5,8,5,1,7,1,367,West
35,8,9,False,True,True,True,True,True,True,False,False,3,3,6,8,5,1,7,1,366,West
36,7,9,False,True,True,True,True,True,True,False,False,3,3,7,8,5,1,7,1,365,West
37,6,9,True,True,True,True,True,True,True,False,False,3,4,7,8,5,1,7,1,364,South
38,6,8,True,True,True,True,True,True,True,False,False,3,3,7,8,5,1,7,1,363,South
39,6,7,True,False,True,True,True,True,True,False,False,2,3,8,8,5,1,7,1,362,East
40,7,7,True,False,True,True,True,True,True,False,False,1,3,8,9,5,1,7,1,361,North
41,7,8,True,True,True,True,True,True,True,False,False,1,4,8,9,5,1,7,1,360,North
42,7,9,False,True,True,True,True,True,True,False,False,1,3,8,9,5,1,7,1,359,East
43,8,9,False,True,True,True,True,True,False,False,False,2,3,3,1,5,1,7,1,558,East
44,9,9,False,True,True,True,True,True,False,False,False,3,3,3,1,5,1,7,1,557,South
45,9,8,True,True,True,True,True,True,False,False,False,2,3,3,1,5,1,7,1,556,South
46,9,7,True,True,True,True,True,True,False,False,False,3,3,3,1,5,1,7,1,555,West
47,8,7,True,True,True,True,True,True,False,False,False,2,3,3,1,5,1,7,1,554,South
48,8,6,True,True,True,False,True,True,False,False,False,3,3,3,1,5,1,7,1,553,South
49,8,5,True,True,True,True,True,True,False,False,False,4,3,3,1,5,1,7,1,552,South
50,8,4,True,True,True,True,True,True,False,False,False,4,3,3,1,5,1,7,1,551,South
51,8,3,True,False,True,True,True,True,False,False,False,4,4,3,1,5,1,7,1,550,West
52,7,3,True,False,True,True,True,True,False,False,False,4,5,3,1,5,1,7,1,549,West
53,6,3,True,False,True,True,True,True,False,False,False,4,5,3,1,5,1,7,1,548,West
54,5,3,True,False,True,True,True,True,False,False,False,4,5,3,1,5,1,7,1,547,North
55,5,4,True,True,True,True,True,True,False,False,False,4,5,3,1,5,1,7,1,546,West
56,4,4,True,True,True,True,True,True,False,False,False,4,5,3,1,5,1,7,1,545,West
57,3,4,True,True,True,True,True,True,False,False,False,5,5,3,1,5,1,7,1,544,North
58,3,5,False,True,True,True,True,True,False,False,False,5,5,3,1,5,1,7,1,543,East
59,4,5,False,True,True,True,True,True,False,False,False,5,5,3,1,5,1,7,1,542,East
1,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,8,11,14,6,0,Stop
2,1,11,False,True,True,False,True,True,True,True,True,6,4,7,9,7,11,14,6,-1,Stop
3,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,7,11,14,7,-2,Stop
4,1,11,False,True,True,False,True,True,True,True,True,5,5,7,9,7,11,13,7,-3,East
5,2,11,False,False,True,True,True,True,True,True,True,5,4,7,9,7,11,14,7,-4,East
6,3,11,False,False,True,True,True,True,True,True,True,5,4,7,8,8,11,13,7,-5,East
7,4,11,False,False,True,True,True,True,True,True,True,5,5,6,8,8,11,13,8,-6,East
8,5,11,False,True,True,True,True,True,True,True,True,5,4,7,8,8,11,13,7,-7,East
9,6,11,False,True,True,True,True,True,True,True,True,5,4,7,7,8,11,14,7,-8,East
10,7,11,False,False,True,True,True,True,True,True,True,5,3,6,7,9,11,14,8,-9,East
11,8,11,False,False,True,True,True,True,True,True,True,4,3,5,7,9,11,15,8,-10,East
12,9,11,False,False,True,True,True,True,True,False,True,5,3,5,8,5,1,15,9,189,East
13,10,11,False,True,True,True,True,True,True,False,True,6,3,6,8,5,1,14,9,188,East
14,11,11,False,True,True,True,True,True,True,False,True,7,3,6,7,5,1,13,9,187,East
15,12,11,False,False,True,True,True,True,True,False,True,7,4,6,8,5,1,12,9,186,East
16,13,11,False,False,True,True,True,True,True,False,True,7,3,6,8,5,1,12,9,185,East
17,14,11,False,True,True,True,True,True,True,False,True,7,3,6,9,5,1,13,9,184,West
18,13,11,False,False,True,True,True,True,True,False,True,8,3,5,9,5,1,12,9,183,West
19,12,11,False,False,True,True,True,True,True,False,True,8,3,5,10,5,1,12,9,182,West
20,11,11,False,True,True,True,True,True,True,False,True,8,4,5,11,5,1,12,9,181,South
21,11,10,True,True,False,True,True,True,True,False,False,7,4,4,11,5,1,11,9,380,South
22,11,9,True,False,True,True,True,True,True,False,False,7,3,3,11,5,1,7,1,379,East
23,12,9,False,True,True,True,True,True,True,False,False,7,3,4,11,5,1,7,1,378,West
24,11,9,True,False,True,True,True,True,True,False,False,7,3,3,11,5,1,7,1,377,West
25,10,9,True,True,True,True,True,True,True,False,False,6,3,4,11,5,1,7,1,376,West
26,9,9,False,True,True,True,True,True,True,False,False,5,3,4,11,5,1,7,1,375,West
27,8,9,False,True,True,True,True,True,True,False,False,4,3,3,11,5,1,7,1,374,West
28,7,9,False,True,True,True,True,True,True,False,False,4,4,4,11,5,1,7,1,373,West
29,6,9,True,True,True,True,True,True,True,False,False,4,4,5,11,5,1,7,1,372,North
30,6,10,True,True,False,True,True,True,True,False,False,4,3,4,11,5,1,7,1,371,North
31,6,11,False,True,True,True,True,True,True,False,False,4,3,3,11,5,1,7,1,370,West
32,5,11,False,True,True,True,True,True,True,False,False,4,4,3,11,5,1,7,1,369,West
33,4,11,False,False,True,True,True,True,False,False,False,4,4,3,1,5,1,7,1,568,West
34,3,11,False,False,True,True,True,True,False,False,False,4,5,3,1,5,1,7,1,567,West
35,2,11,False,False,True,True,True,True,False,False,False,5,5,3,1,5,1,7,1,566,West
36,1,11,False,True,True,False,True,True,False,False,False,6,5,3,1,5,1,7,1,565,South
37,1,10,True,True,False,False,True,True,False,False,False,6,5,3,1,5,1,7,1,564,South
38,1,9,True,True,True,False,True,True,False,False,False,6,4,3,1,5,1,7,1,563,South
39,1,8,True,True,True,False,True,True,False,False,False,6,4,3,1,5,1,7,1,562,South
40,1,7,True,True,True,False,True,True,False,False,False,6,3,3,1,5,1,7,1,561,South
41,1,6,True,True,False,False,True,True,False,False,False,7,3,3,1,5,1,7,1,560,South
42,1,5,True,True,True,False,True,True,False,False,False,7,3,3,1,5,1,7,1,559,East
43,2,5,False,True,True,True,True,True,False,False,False,8,3,3,1,5,1,7,1,558,East
44,3,5,False,True,True,True,True,True,False,False,False,8,3,3,1,5,1,7,1,557,East
45,4,5,False,True,True,True,True,True,False,False,False,8,4,3,1,5,1,7,1,556,East
46,5,5,False,True,True,True,True,True,False,False,False,8,4,3,1,5,1,7,1,555,East
47,6,5,False,True,True,True,True,True,False,False,False,8,3,3,1,5,1,7,1,554,East
48,7,5,False,True,True,True,True,True,False,False,False,9,3,3,1,5,1,7,1,553,East
49,8,5,True,True,True,True,True,True,False,False,False,9,4,3,1,5,1,7,1,552,South
50,8,4,True,True,True,True,True,True,False,False,False,9,4,3,1,5,1,7,1,551,South
51,8,3,True,False,True,True,True,True,False,False,False,9,3,3,1,5,1,7,1,550,East
